material_area	function	placement
aviation_plug_10	parameter	WAC3FCB
aviation_plug_11	function	plug
aviation_plug_11	accuracy	fine
aviation_plug_11	instanceOf	part
aviation_plug_11	type	connector
aviation_plug_11	attribute	rigid
aviation_plug_11	shape	round
aviation_plug_11	shape	cylinder
aviation_plug_11	parameter	WAC3FCB
aviation_plug_12	function	plug
aviation_plug_12	accuracy	fine
aviation_plug_12	instanceOf	part
aviation_plug_12	type	connector
aviation_plug_12	attribute	rigid
aviation_plug_12	shape	round
aviation_plug_12	shape	cylinder
aviation_plug_12	parameter	WAC3FCB
aviation_plug_13	function	plug
aviation_plug_13	accuracy	fine
aviation_plug_13	instanceOf	part
aviation_plug_13	type	connector
aviation_plug_13	attribute	rigid
aviation_plug_13	shape	round
aviation_plug_13	shape	cylinder
aviation_plug_13	parameter	WAC3FCB
aviation_plug_14	function	plug
aviation_plug_14	accuracy	fine
aviation_plug_14	instanceOf	part
aviation_plug_14	type	connector
aviation_plug_14	attribute	rigid
aviation_plug_14	shape	round
aviation_plug_14	shape	cylinder
aviation_plug_14	parameter	WAC3FCB
aviation_plug_15	function	plug
aviation_plug_15	accuracy	fine
aviation_plug_15	instanceOf	part
aviation_plug_15	type	connector
aviation_plug_15	attribute	rigid
aviation_plug_15	shape	round
aviation_plug_15	shape	cylinder
aviation_plug_15	parameter	WAC3FCB
aviation_plug_16	function	plug
aviation_plug_16	accuracy	fine
aviation_plug_16	instanceOf	part
aviation_plug_16	type	connector
aviation_plug_16	attribute	rigid
aviation_plug_16	shape	round
aviation_plug_16	shape	cylinder
aviation_plug_16	parameter	WAC3FCB
aviation_plug_17	function	plug
aviation_plug_17	accuracy	fine
aviation_plug_17	instanceOf	part
aviation_plug_17	type	connector
aviation_plug_17	attribute	rigid
aviation_plug_17	shape	round
aviation_plug_17	shape	cylinder
aviation_plug_17	parameter	WAC3FCB
aviation_plug_18	function	plug
aviation_plug_18	accuracy	fine
aviation_plug_18	instanceOf	part
aviation_plug_18	type	connector
aviation_plug_18	attribute	rigid
aviation_plug_18	shape	round
aviation_plug_18	shape	cylinder
aviation_plug_18	parameter	WAC3FCB
aviation_plug_19	function	plug
aviation_plug_19	accuracy	fine
aviation_plug_19	instanceOf	part
aviation_plug_19	type	connector
aviation_plug_19	attribute	rigid
aviation_plug_19	shape	round
aviation_plug_19	shape	cylinder
aviation_plug_19	parameter	WAC3FCB
hose_plug_0	function	plug
hose_plug_0	accuracy	rough
hose_plug_0	instanceOf	part
hose_plug_0	type	connector
hose_plug_0	attribute	rigid
hose_plug_0	shape	round
hose_plug_0	shape	cylinder
hose_plug_0	parameter	WB25J4TD
hose_plug_1	function	plug
hose_plug_1	accuracy	rough
hose_plug_1	instanceOf	part
hose_plug_1	type	connector
hose_plug_1	attribute	rigid
hose_plug_1	shape	round
hose_plug_1	shape	cylinder
hose_plug_1	parameter	WB25J4TD
hose_plug_2	function	plug
hose_plug_2	accuracy	rough
hose_plug_2	instanceOf	part
hose_plug_2	type	connector
hose_plug_2	attribute	rigid
hose_plug_2	shape	round
hose_plug_2	shape	cylinder
hose_plug_2	parameter	WB25J4TD
hose_plug_3	function	plug
hose_plug_3	accuracy	rough
hose_plug_3	instanceOf	part
hose_plug_3	type	connector
hose_plug_3	attribute	rigid
hose_plug_3	shape	round
hose_plug_3	shape	cylinder
hose_plug_3	parameter	WB25J4TD
hose_plug_4	function	plug
hose_plug_4	accuracy	rough
hose_plug_4	instanceOf	part
hose_plug_4	type	connector
hose_plug_4	attribute	rigid
hose_plug_4	shape	round
hose_plug_4	shape	cylinder
hose_plug_4	parameter	WB25J4TD
hose_plug_5	function	plug
hose_plug_5	accuracy	rough
hose_plug_5	instanceOf	part
hose_plug_5	type	connector
hose_plug_5	attribute	rigid
hose_plug_5	shape	round
hose_plug_5	shape	cylinder
hose_plug_5	parameter	WB25J4TD
hose_plug_6	function	plug
hose_plug_6	accuracy	rough
hose_plug_6	instanceOf	part
hose_plug_6	type	connector
hose_plug_6	attribute	rigid
hose_plug_6	shape	round
hose_plug_6	shape	cylinder
hose_plug_6	parameter	WB25J4TD
hose_plug_7	function	plug
hose_plug_7	accuracy	rough
hose_plug_7	instanceOf	part
hose_plug_7	type	connector
hose_plug_7	attribute	rigid
hose_plug_7	shape	round
hose_plug_7	shape	cylinder
hose_plug_7	parameter	WB25J4TD
hose_plug_8	function	plug
hose_plug_8	accuracy	rough
hose_plug_8	instanceOf	part
hose_plug_8	type	connector
hose_plug_8	attribute	rigid
hose_plug_8	shape	round
hose_plug_8	shape	cylinder
hose_plug_8	parameter	WB25J4TD
hose_plug_9	function	plug
hose_plug_9	accuracy	rough
hose_plug_9	instanceOf	part
hose_plug_9	type	connector
hose_plug_9	attribute	rigid
hose_plug_9	shape	round
hose_plug_9	shape	cylinder
hose_plug_9	parameter	WB25J4TD
LSA_connector_0	function	plug
LSA_connector_0	accuracy	rough
LSA_connector_0	instanceOf	part
LSA_connector_0	type	connector
LSA_connector_0	attribute	rigid
LSA_connector_0	attribute	cable
LSA_connector_0	shape	rectangle
LSA_connector_0	shape	lump
LSA_connector_0	parameter	LX40
LSA_connector_0	parameter	12pin
LSA_connector_1	function	plug
LSA_connector_1	accuracy	rough
LSA_connector_1	instanceOf	part
LSA_connector_1	type	connector
LSA_connector_1	attribute	rigid
LSA_connector_1	attribute	cable
LSA_connector_1	shape	rectangle
LSA_connector_1	shape	lump
LSA_connector_1	parameter	LX40
LSA_connector_1	parameter	12pin
LSA_connector_2	function	plug
LSA_connector_2	accuracy	rough
LSA_connector_2	instanceOf	part
LSA_connector_2	type	connector
LSA_connector_2	attribute	rigid
LSA_connector_2	attribute	cable
LSA_connector_2	shape	rectangle
LSA_connector_2	shape	lump
LSA_connector_2	parameter	LX40
LSA_connector_2	parameter	12pin
LSA_connector_3	function	plug
LSA_connector_3	accuracy	rough
LSA_connector_3	instanceOf	part
LSA_connector_3	type	connector
LSA_connector_3	attribute	rigid
LSA_connector_3	attribute	cable
LSA_connector_3	shape	rectangle
LSA_connector_3	shape	lump
LSA_connector_3	parameter	LX40
LSA_connector_3	parameter	12pin
LSA_connector_4	function	plug
LSA_connector_4	accuracy	rough
LSA_connector_4	instanceOf	part
LSA_connector_4	type	connector
LSA_connector_4	attribute	rigid
LSA_connector_4	attribute	cable
LSA_connector_4	shape	rectangle
LSA_connector_4	shape	lump
LSA_connector_4	parameter	LX40
LSA_connector_4	parameter	12pin
LSA_connector_5	function	plug
LSA_connector_5	accuracy	rough
LSA_connector_5	instanceOf	part
LSA_connector_5	type	connector
LSA_connector_5	attribute	rigid
LSA_connector_5	attribute	cable
LSA_connector_5	shape	rectangle
LSA_connector_5	shape	lump
LSA_connector_5	parameter	LX40
LSA_connector_5	parameter	12pin
LSA_connector_6	function	plug
LSA_connector_6	accuracy	rough
LSA_connector_6	instanceOf	part
LSA_connector_6	type	connector
LSA_connector_6	attribute	rigid
LSA_connector_6	attribute	cable
LSA_connector_6	shape	rectangle
LSA_connector_6	shape	lump
LSA_connector_6	parameter	LX40
LSA_connector_6	parameter	12pin
LSA_connector_7	function	plug
LSA_connector_7	accuracy	rough
LSA_connector_7	instanceOf	part
LSA_connector_7	type	connector
LSA_connector_7	attribute	rigid
LSA_connector_7	attribute	cable
LSA_connector_7	shape	rectangle
LSA_connector_7	shape	lump
LSA_connector_7	parameter	LX40
LSA_connector_7	parameter	12pin
LSA_connector_8	function	plug
LSA_connector_8	accuracy	rough
LSA_connector_8	instanceOf	part
LSA_connector_8	type	connector
LSA_connector_8	attribute	rigid
LSA_connector_8	attribute	cable
LSA_connector_8	shape	rectangle
LSA_connector_8	shape	lump
LSA_connector_8	parameter	LX40
LSA_connector_8	parameter	12pin
LSA_connector_9	function	plug
LSA_connector_9	accuracy	rough
LSA_connector_9	instanceOf	part
LSA_connector_9	type	connector
LSA_connector_9	attribute	rigid
LSA_connector_9	attribute	cable
LSA_connector_9	shape	rectangle
LSA_connector_9	shape	lump
LSA_connector_9	parameter	LX40
LSA_connector_9	parameter	12pin
snap_rivet_0	function	fasten
snap_rivet_0	accuracy	rough
snap_rivet_0	instanceOf	part
snap_rivet_0	type	fastener
snap_rivet_0	attribute	rigid
snap_rivet_0	shape	round
snap_rivet_0	shape	cylinder
snap_rivet_0	parameter	11mm
snap_rivet_0	parameter	r4.2mm
snap_rivet_1	function	fasten
snap_rivet_1	accuracy	rough
snap_rivet_1	instanceOf	part
snap_rivet_1	type	fastener
snap_rivet_1	attribute	rigid
snap_rivet_1	shape	round
snap_rivet_1	shape	cylinder
snap_rivet_1	parameter	11mm
snap_rivet_1	parameter	r4.2mm
snap_rivet_2	function	fasten
snap_rivet_2	accuracy	rough
snap_rivet_2	instanceOf	part
snap_rivet_2	type	fastener
snap_rivet_2	attribute	rigid
snap_rivet_2	shape	round
snap_rivet_2	shape	cylinder
snap_rivet_2	parameter	11mm
snap_rivet_2	parameter	r4.2mm
snap_rivet_3	function	fasten
snap_rivet_3	accuracy	rough
snap_rivet_3	instanceOf	part
snap_rivet_3	type	fastener
snap_rivet_3	attribute	rigid
snap_rivet_3	shape	round
snap_rivet_3	shape	cylinder
snap_rivet_3	parameter	11mm
snap_rivet_3	parameter	r4.2mm
snap_rivet_4	function	fasten
snap_rivet_4	accuracy	rough
snap_rivet_4	instanceOf	part
snap_rivet_4	type	fastener
snap_rivet_4	attribute	rigid
snap_rivet_4	shape	round
snap_rivet_4	shape	cylinder
snap_rivet_4	parameter	11mm
snap_rivet_4	parameter	r4.2mm
snap_rivet_5	function	fasten
snap_rivet_5	accuracy	rough
snap_rivet_5	instanceOf	part
snap_rivet_5	type	fastener
snap_rivet_5	attribute	rigid
snap_rivet_5	shape	round
snap_rivet_5	shape	cylinder
snap_rivet_5	parameter	11mm
snap_rivet_5	parameter	r4.2mm
snap_rivet_6	function	fasten
snap_rivet_6	accuracy	rough
snap_rivet_6	instanceOf	part
snap_rivet_6	type	fastener
snap_rivet_6	attribute	rigid
snap_rivet_6	shape	round
snap_rivet_6	shape	cylinder
snap_rivet_6	parameter	11mm
snap_rivet_6	parameter	r4.2mm
snap_rivet_7	function	fasten
snap_rivet_7	accuracy	rough
snap_rivet_7	instanceOf	part
snap_rivet_7	type	fastener
snap_rivet_7	attribute	rigid
snap_rivet_7	shape	round
snap_rivet_7	shape	cylinder
snap_rivet_7	parameter	11mm
snap_rivet_7	parameter	r4.2mm
snap_rivet_8	function	fasten
snap_rivet_8	accuracy	rough
snap_rivet_8	instanceOf	part
snap_rivet_8	type	fastener
snap_rivet_8	attribute	rigid
snap_rivet_8	shape	round
snap_rivet_8	shape	cylinder
snap_rivet_8	parameter	11mm
snap_rivet_8	parameter	r4.2mm
snap_rivet_9	function	fasten
snap_rivet_9	accuracy	rough
snap_rivet_9	instanceOf	part
snap_rivet_9	type	fastener
snap_rivet_9	attribute	rigid
snap_rivet_9	shape	round
snap_rivet_9	shape	cylinder
snap_rivet_9	parameter	11mm
snap_rivet_9	parameter	r4.2mm
screw_0	function	fasten
screw_0	accuracy	rough
screw_0	instanceOf	part
screw_0	type	fastener
screw_0	attribute	rigid
screw_0	shape	round
screw_0	shape	cylinder
screw_0	parameter	6mm
screw_0	parameter	r3mm
screw_1	function	fasten
screw_1	accuracy	rough
screw_1	instanceOf	part
screw_1	type	fastener
screw_1	attribute	rigid
screw_1	shape	round
screw_1	shape	cylinder
screw_1	parameter	6mm
screw_1	parameter	r3mm
screw_2	function	fasten
screw_2	accuracy	rough
screw_2	instanceOf	part
screw_2	type	fastener
screw_2	attribute	rigid
screw_2	shape	round
screw_2	shape	cylinder
screw_2	parameter	6mm
screw_2	parameter	r3mm
screw_3	function	fasten
screw_3	accuracy	rough
screw_3	instanceOf	part
screw_3	type	fastener
screw_3	attribute	rigid
screw_3	shape	round
screw_3	shape	cylinder
screw_3	parameter	6mm
screw_3	parameter	r3mm
screw_4	function	fasten
screw_4	accuracy	rough
screw_4	instanceOf	part
screw_4	type	fastener
screw_4	attribute	rigid
screw_4	shape	round
screw_4	shape	cylinder
screw_4	parameter	6mm
screw_4	parameter	r3mm
screw_5	function	fasten
screw_5	accuracy	rough
screw_5	instanceOf	part
screw_5	type	fastener
screw_5	attribute	rigid
screw_5	shape	round
screw_5	shape	cylinder
screw_5	parameter	6mm
screw_5	parameter	r3mm
screw_6	function	fasten
screw_6	accuracy	rough
screw_6	instanceOf	part
screw_6	type	fastener
screw_6	attribute	rigid
screw_6	shape	round
screw_6	shape	cylinder
screw_6	parameter	6mm
screw_6	parameter	r3mm
screw_7	function	fasten
screw_7	accuracy	rough
screw_7	instanceOf	part
screw_7	type	fastener
screw_7	attribute	rigid
screw_7	shape	round
screw_7	shape	cylinder
screw_7	parameter	6mm
screw_7	parameter	r3mm
screw_8	function	fasten
screw_8	accuracy	rough
screw_8	instanceOf	part
screw_8	type	fastener
screw_8	attribute	rigid
screw_8	shape	round
screw_8	shape	cylinder
screw_8	parameter	6mm
screw_8	parameter	r3mm
screw_9	function	fasten
screw_9	accuracy	rough
screw_9	instanceOf	part
screw_9	type	fastener
screw_9	attribute	rigid
screw_9	shape	round
screw_9	shape	cylinder
screw_9	parameter	6mm
screw_9	parameter	r3mm
screw_10	function	fasten
screw_10	accuracy	rough
screw_10	instanceOf	part
screw_10	type	fastener
screw_10	attribute	rigid
screw_10	shape	round
screw_10	shape	cylinder
screw_10	parameter	12mm
screw_10	parameter	r3mm
screw_11	function	fasten
screw_11	accuracy	rough
screw_11	instanceOf	part
screw_11	type	fastener
screw_11	attribute	rigid
screw_11	shape	round
screw_11	shape	cylinder
screw_11	parameter	12mm
screw_11	parameter	r3mm
screw_12	function	fasten
screw_12	accuracy	rough
screw_12	instanceOf	part
screw_12	type	fastener
screw_12	attribute	rigid
screw_12	shape	round
screw_12	shape	cylinder
screw_12	parameter	12mm
screw_12	parameter	r3mm
screw_13	function	fasten
screw_13	accuracy	rough
screw_13	instanceOf	part
screw_13	type	fastener
screw_13	attribute	rigid
screw_13	shape	round
screw_13	shape	cylinder
screw_13	parameter	12mm
screw_13	parameter	r3mm
screw_14	function	fasten
screw_14	accuracy	rough
screw_14	instanceOf	part
screw_14	type	fastener
screw_14	attribute	rigid
screw_14	shape	round
screw_14	shape	cylinder
screw_14	parameter	12mm
screw_14	parameter	r3mm
screw_15	function	fasten
screw_15	accuracy	rough
screw_15	instanceOf	part
screw_15	type	fastener
screw_15	attribute	rigid
screw_15	shape	round
screw_15	shape	cylinder
screw_15	parameter	12mm
screw_15	parameter	r4mm
screw_16	function	fasten
screw_16	accuracy	rough
screw_16	instanceOf	part
screw_16	type	fastener
screw_16	attribute	rigid
screw_16	shape	round
screw_16	shape	cylinder
screw_16	parameter	12mm
screw_16	parameter	r4mm
screw_17	function	fasten
screw_17	accuracy	rough
screw_17	instanceOf	part
screw_17	type	fastener
screw_17	attribute	rigid
screw_17	shape	round
screw_17	shape	cylinder
screw_17	parameter	12mm
screw_17	parameter	r4mm
screw_18	function	fasten
screw_18	accuracy	rough
screw_18	instanceOf	part
screw_18	type	fastener
screw_18	attribute	rigid
screw_18	shape	round
screw_18	shape	cylinder
screw_18	parameter	12mm
screw_18	parameter	r4mm
screw_19	function	fasten
screw_19	accuracy	rough
screw_19	instanceOf	part
screw_19	type	fastener
screw_19	attribute	rigid
screw_19	shape	round
screw_19	shape	cylinder
screw_19	parameter	12mm
screw_19	parameter	r4mm
PCB_0	accuracy	rough
PCB_0	instanceOf	part
PCB_0	type	PCB
PCB_0	attribute	rigid
PCB_0	shape	rectangle
PCB_0	shape	slice
PCB_0	parameter	80mm
PCB_0	function	fasten
PCB_1	accuracy	rough
PCB_1	instanceOf	part
PCB_1	type	PCB
PCB_1	attribute	rigid
PCB_1	shape	rectangle
PCB_1	shape	slice
PCB_1	parameter	80mm
PCB_1	function	fasten
PCB_2	accuracy	rough
PCB_2	instanceOf	part
PCB_2	type	PCB
PCB_2	attribute	rigid
PCB_2	shape	rectangle
PCB_2	shape	slice
PCB_2	parameter	80mm
PCB_2	function	fasten
PCB_3	accuracy	rough
PCB_3	instanceOf	part
PCB_3	type	PCB
PCB_3	attribute	rigid
PCB_3	shape	rectangle
PCB_3	shape	slice
PCB_3	parameter	80mm
PCB_3	function	fasten
PCB_4	accuracy	rough
PCB_4	instanceOf	part
PCB_4	type	PCB
PCB_4	attribute	rigid
PCB_4	shape	rectangle
PCB_4	shape	slice
PCB_4	parameter	80mm
PCB_4	function	fasten
PCB_5	accuracy	rough
PCB_5	instanceOf	part
PCB_5	type	PCB
PCB_5	attribute	rigid
PCB_5	shape	rectangle
PCB_5	shape	slice
PCB_5	parameter	80mm
PCB_5	function	fasten
PCB_6	accuracy	rough
PCB_6	instanceOf	part
PCB_6	type	PCB
PCB_6	attribute	rigid
PCB_6	shape	rectangle
PCB_6	shape	slice
PCB_6	parameter	80mm
PCB_6	function	fasten
PCB_7	accuracy	rough
PCB_7	instanceOf	part
PCB_7	type	PCB
PCB_7	attribute	rigid
PCB_7	shape	rectangle
PCB_7	shape	slice
PCB_7	parameter	80mm
PCB_7	function	fasten
PCB_8	accuracy	rough
PCB_8	instanceOf	part
PCB_8	type	PCB
PCB_8	attribute	rigid
PCB_8	shape	rectangle
PCB_8	shape	slice
PCB_8	parameter	80mm
PCB_8	function	fasten
PCB_9	accuracy	rough
PCB_9	instanceOf	part
PCB_9	type	PCB
PCB_9	attribute	rigid
PCB_9	shape	rectangle
PCB_9	shape	slice
PCB_9	parameter	80mm
PCB_9	function	fasten
PCB_10	accuracy	rough
PCB_10	instanceOf	part
PCB_10	type	PCB
PCB_10	attribute	rigid
PCB_10	shape	rectangle
PCB_10	shape	slice
PCB_10	parameter	100mm
PCB_10	function	fasten
PCB_11	accuracy	rough
PCB_11	instanceOf	part
PCB_11	type	PCB
PCB_11	attribute	rigid
PCB_11	shape	rectangle
PCB_11	shape	slice
PCB_11	parameter	100mm
PCB_11	function	fasten
PCB_12	accuracy	rough
PCB_12	instanceOf	part
PCB_12	type	PCB
PCB_12	attribute	rigid
PCB_12	shape	rectangle
PCB_12	shape	slice
PCB_12	parameter	100mm
PCB_12	function	fasten
PCB_13	accuracy	rough
PCB_13	instanceOf	part
PCB_13	type	PCB
PCB_13	attribute	rigid
PCB_13	shape	rectangle
PCB_13	shape	slice
PCB_13	parameter	100mm
PCB_13	function	fasten
PCB_14	accuracy	rough
PCB_14	instanceOf	part
PCB_14	type	PCB
PCB_14	attribute	rigid
PCB_14	shape	rectangle
PCB_14	shape	slice
PCB_14	parameter	100mm
PCB_14	function	fasten
DIN_connector_0	function	plug
DIN_connector_0	accuracy	rough
DIN_connector_0	instanceOf	part
DIN_connector_0	type	connector
DIN_connector_0	attribute	rigid
DIN_connector_0	attribute	cable
DIN_connector_0	shape	round
DIN_connector_0	shape	lump
DIN_connector_0	parameter	through-hole
DIN_connector_0	parameter	right-angle
DIN_connector_0	parameter	12pin
DIN_connector_1	function	plug
DIN_connector_1	accuracy	rough
DIN_connector_1	instanceOf	part
DIN_connector_1	type	connector
DIN_connector_1	attribute	rigid
DIN_connector_1	attribute	cable
DIN_connector_1	shape	round
DIN_connector_1	shape	lump
DIN_connector_1	parameter	through-hole
DIN_connector_1	parameter	right-angle
DIN_connector_1	parameter	12pin
DIN_connector_2	function	plug
DIN_connector_2	accuracy	rough
DIN_connector_2	instanceOf	part
DIN_connector_2	type	connector
DIN_connector_2	attribute	rigid
DIN_connector_2	attribute	cable
DIN_connector_2	shape	round
DIN_connector_2	shape	lump
DIN_connector_2	parameter	through-hole
DIN_connector_2	parameter	right-angle
DIN_connector_2	parameter	12pin
DIN_connector_3	function	plug
DIN_connector_3	accuracy	rough
DIN_connector_3	instanceOf	part
DIN_connector_3	type	connector
DIN_connector_3	attribute	rigid
DIN_connector_3	attribute	cable
DIN_connector_3	shape	round
DIN_connector_3	shape	lump
DIN_connector_3	parameter	through-hole
DIN_connector_3	parameter	right-angle
DIN_connector_3	parameter	12pin
DIN_connector_4	function	plug
DIN_connector_4	accuracy	rough
DIN_connector_4	instanceOf	part
DIN_connector_4	type	connector
DIN_connector_4	attribute	rigid
DIN_connector_4	attribute	cable
DIN_connector_4	shape	round
DIN_connector_4	shape	lump
DIN_connector_4	parameter	through-hole
DIN_connector_4	parameter	right-angle
DIN_connector_4	parameter	12pin
DIN_connector_5	function	plug
DIN_connector_5	accuracy	rough
DIN_connector_5	instanceOf	part
DIN_connector_5	type	connector
DIN_connector_5	attribute	rigid
DIN_connector_5	attribute	cable
DIN_connector_5	shape	round
DIN_connector_5	shape	lump
DIN_connector_5	parameter	through-hole
DIN_connector_5	parameter	right-angle
DIN_connector_5	parameter	12pin
DIN_connector_6	function	plug
DIN_connector_6	accuracy	rough
DIN_connector_6	instanceOf	part
DIN_connector_6	type	connector
DIN_connector_6	attribute	rigid
DIN_connector_6	attribute	cable
DIN_connector_6	shape	round
DIN_connector_6	shape	lump
DIN_connector_6	parameter	through-hole
DIN_connector_6	parameter	right-angle
DIN_connector_6	parameter	12pin
DIN_connector_7	function	plug
DIN_connector_7	accuracy	rough
DIN_connector_7	instanceOf	part
DIN_connector_7	type	connector
DIN_connector_7	attribute	rigid
DIN_connector_7	attribute	cable
DIN_connector_7	shape	round
DIN_connector_7	shape	lump
DIN_connector_7	parameter	through-hole
DIN_connector_7	parameter	right-angle
DIN_connector_7	parameter	12pin
DIN_connector_8	function	plug
DIN_connector_8	accuracy	rough
DIN_connector_8	instanceOf	part
DIN_connector_8	type	connector
DIN_connector_8	attribute	rigid
DIN_connector_8	attribute	cable
DIN_connector_8	shape	round
DIN_connector_8	shape	lump
DIN_connector_8	parameter	through-hole
DIN_connector_8	parameter	right-angle
DIN_connector_8	parameter	12pin
DIN_connector_9	function	plug
DIN_connector_9	accuracy	rough
DIN_connector_9	instanceOf	part
DIN_connector_9	type	connector
DIN_connector_9	attribute	rigid
DIN_connector_9	attribute	cable
DIN_connector_9	shape	round
DIN_connector_9	shape	lump
DIN_connector_9	parameter	through-hole
DIN_connector_9	parameter	right-angle
DIN_connector_9	parameter	12pin
DIN_connector_10	function	plug
DIN_connector_10	accuracy	rough
DIN_connector_10	instanceOf	part
DIN_connector_10	type	connector
DIN_connector_10	attribute	rigid
DIN_connector_10	attribute	cable
DIN_connector_10	shape	round
DIN_connector_10	shape	lump
DIN_connector_10	parameter	through-hole
DIN_connector_10	parameter	right-angle
DIN_connector_10	parameter	5pin
DIN_connector_11	function	plug
DIN_connector_11	accuracy	rough
DIN_connector_11	instanceOf	part
DIN_connector_11	type	connector
DIN_connector_11	attribute	rigid
DIN_connector_11	attribute	cable
DIN_connector_11	shape	round
DIN_connector_11	shape	lump
DIN_connector_11	parameter	through-hole
DIN_connector_11	parameter	right-angle
DIN_connector_11	parameter	5pin
DIN_connector_12	function	plug
DIN_connector_12	accuracy	rough
DIN_connector_12	instanceOf	part
DIN_connector_12	type	connector
DIN_connector_12	attribute	rigid
DIN_connector_12	attribute	cable
DIN_connector_12	shape	round
DIN_connector_12	shape	lump
DIN_connector_12	parameter	through-hole
DIN_connector_12	parameter	right-angle
DIN_connector_12	parameter	5pin
DIN_connector_13	function	plug
DIN_connector_13	accuracy	rough
DIN_connector_13	instanceOf	part
DIN_connector_13	type	connector
DIN_connector_13	attribute	rigid
DIN_connector_13	attribute	cable
DIN_connector_13	shape	round
DIN_connector_13	shape	lump
DIN_connector_13	parameter	through-hole
DIN_connector_13	parameter	right-angle
DIN_connector_13	parameter	5pin
DIN_connector_14	function	plug
DIN_connector_14	accuracy	rough
DIN_connector_14	instanceOf	part
DIN_connector_14	type	connector
DIN_connector_14	attribute	rigid
DIN_connector_14	attribute	cable
DIN_connector_14	shape	round
DIN_connector_14	shape	lump
DIN_connector_14	parameter	through-hole
DIN_connector_14	parameter	right-angle
DIN_connector_14	parameter	5pin
DIN_connector_15	function	plug
DIN_connector_15	accuracy	rough
DIN_connector_15	instanceOf	part
DIN_connector_15	type	connector
DIN_connector_15	attribute	rigid
DIN_connector_15	attribute	cable
DIN_connector_15	shape	round
DIN_connector_15	shape	lump
DIN_connector_15	parameter	through-hole
DIN_connector_15	parameter	right-angle
DIN_connector_15	parameter	5pin
DIN_connector_16	function	plug
DIN_connector_16	accuracy	rough
DIN_connector_16	instanceOf	part
DIN_connector_16	type	connector
DIN_connector_16	attribute	rigid
DIN_connector_16	attribute	cable
DIN_connector_16	shape	round
DIN_connector_16	shape	lump
DIN_connector_16	parameter	through-hole
DIN_connector_16	parameter	right-angle
DIN_connector_16	parameter	5pin
DIN_connector_17	function	plug
DIN_connector_17	accuracy	rough
DIN_connector_17	instanceOf	part
DIN_connector_17	type	connector
DIN_connector_17	attribute	rigid
DIN_connector_17	attribute	cable
DIN_connector_17	shape	round
DIN_connector_17	shape	lump
DIN_connector_17	parameter	through-hole
DIN_connector_17	parameter	right-angle
DIN_connector_17	parameter	5pin
DIN_connector_18	function	plug
DIN_connector_18	accuracy	rough
DIN_connector_18	instanceOf	part
DIN_connector_18	type	connector
DIN_connector_18	attribute	rigid
DIN_connector_18	attribute	cable
DIN_connector_18	shape	round
DIN_connector_18	shape	lump
DIN_connector_18	parameter	through-hole
DIN_connector_18	parameter	right-angle
DIN_connector_18	parameter	5pin
DIN_connector_19	function	plug
DIN_connector_19	accuracy	rough
DIN_connector_19	instanceOf	part
DIN_connector_19	type	connector
DIN_connector_19	attribute	rigid
DIN_connector_19	attribute	cable
DIN_connector_19	shape	round
DIN_connector_19	shape	lump
DIN_connector_19	parameter	through-hole
DIN_connector_19	parameter	right-angle
DIN_connector_19	parameter	5pin
DIN_connector_20	function	plug
DIN_connector_20	accuracy	rough
DIN_connector_20	instanceOf	part
DIN_connector_20	type	connector
DIN_connector_20	attribute	rigid
DIN_connector_20	attribute	cable
DIN_connector_20	shape	round
DIN_connector_20	shape	lump
DIN_connector_20	parameter	3line
DIN_connector_20	parameter	48pin
DIN_connector_21	function	plug
DIN_connector_21	accuracy	rough
DIN_connector_21	instanceOf	part
DIN_connector_21	type	connector
DIN_connector_21	attribute	rigid
DIN_connector_21	attribute	cable
DIN_connector_21	shape	round
DIN_connector_21	shape	lump
DIN_connector_21	parameter	3line
DIN_connector_21	parameter	48pin
DIN_connector_22	function	plug
DIN_connector_22	accuracy	rough
DIN_connector_22	instanceOf	part
DIN_connector_22	type	connector
DIN_connector_22	attribute	rigid
DIN_connector_22	attribute	cable
DIN_connector_22	shape	round
DIN_connector_22	shape	lump
DIN_connector_22	parameter	3line
DIN_connector_22	parameter	48pin
DIN_connector_23	function	plug
DIN_connector_23	accuracy	rough
DIN_connector_23	instanceOf	part
DIN_connector_23	type	connector
DIN_connector_23	attribute	rigid
DIN_connector_23	attribute	cable
DIN_connector_23	shape	round
DIN_connector_23	shape	lump
DIN_connector_23	parameter	3line
DIN_connector_23	parameter	48pin
DIN_connector_24	function	plug
DIN_connector_24	accuracy	rough
DIN_connector_24	instanceOf	part
DIN_connector_24	type	connector
DIN_connector_24	attribute	rigid
DIN_connector_24	attribute	cable
DIN_connector_24	shape	round
DIN_connector_24	shape	lump
DIN_connector_24	parameter	3line
DIN_connector_24	parameter	48pin
DIN_connector_25	function	plug
DIN_connector_25	accuracy	rough
DIN_connector_25	instanceOf	part
DIN_connector_25	type	connector
DIN_connector_25	attribute	rigid
DIN_connector_25	attribute	cable
DIN_connector_25	shape	round
DIN_connector_25	shape	lump
DIN_connector_25	parameter	3line
DIN_connector_25	parameter	48pin
DIN_connector_26	function	plug
DIN_connector_26	accuracy	rough
DIN_connector_26	instanceOf	part
DIN_connector_26	type	connector
DIN_connector_26	attribute	rigid
DIN_connector_26	attribute	cable
DIN_connector_26	shape	round
DIN_connector_26	shape	lump
DIN_connector_26	parameter	3line
DIN_connector_26	parameter	48pin
